日期,成交股數,成交金額,成交筆數,開盤價,最高價,最低價,收盤價,漲跌價差,收盤價MA5,收盤價MA10,收盤價MA20,收盤價MA60,收盤價MA120,收盤價MA240,成交股數MA5,成交股數MA10,成交股數MA20,成交股數MA60,成交股數MA120,成交股數MA240,成交金額MA5,成交金額MA10,成交金額MA20,成交金額MA60,成交金額MA120,成交金額MA240,成交股數.1,開盤價.1,最高價.1,最低價.1,收盤價.1,漲跌價差.1,燦坤/台灣50,1,2,3,4,5,6,7,8,9,10,11,12,當前資產部位
2006/3/1,5317000,279213950,385,52.35,52.9,52.1,52.85,0.45,52.22,52.485,52.25,51.2395,49.03366667,48.03725,3075440,3871520.2,4219800.1,6209616.7,6348358.35,6443037.517,160593755.6,203336963.2,220409224.2,318121777.4,311248754.5,310027551.6,5317000,52.35,52.9,52.1,52.85,0.45,,0,0,1,0,0,0,0,0,0,0,0,0,0
2006/3/2,7088120,376003237,427,52.9,53.3,52.85,52.85,0,52.37,52.565,52.3425,51.31166667,49.08016667,48.05854167,3690864,3933932,4404706.1,6260635.367,6394576.017,6458829.683,193914653,207035956.5,230586886.1,321114243.9,313774506.6,310936170.4,7088120,52.9,53.3,52.85,52.85,0,,0,0,1,0,0,0,0,0,0,0,0,0,0
2006/3/3,2136014,112132928,288,52.8,53.05,52.05,52.05,-0.8,52.44,52.465,52.3775,51.366,49.11766667,48.07916667,3496266.8,3059533.4,4148256.8,6216018.933,6385392.8,6435167.242,184107968.6,160842669.3,217557847.5,319080528.7,313426944.6,309865412.1,2136014,52.8,53.05,52.05,52.05,-0.8,,0,0,1,0,0,0,0,0,0,0,0,0,0
2006/3/6,2865000,150258950,243,54.5,54.5,52.05,52.45,0.4,52.52,52.415,52.42,51.4285,49.158,48.10066667,3833826.8,3053433.4,4098906.8,6239502.267,6376759.467,6432042.242,201946153,160370219.3,215078872.5,320403495,313129586.2,309780135.5,2865000,54.5,54.5,52.05,52.45,0.4,,0,0,1,0,0,0,0,0,0,0,0,0,0
2006/3/7,3889000,201983600,257,52.2,52.2,51.7,51.8,-0.65,52.4,52.305,52.3925,51.47433333,49.19258333,48.12125,4259026.8,3307733.4,3872306.8,6226785.6,6376184.467,6426096.408,223918533,173464254.3,203368522.5,319954866.3,313240021.7,309582534.8,3889000,52.2,52.2,51.7,51.8,-0.65,,0,0,1,0,0,0,0,0,0,0,0,0,0
2006/3/8,1712000,88101250,319,52,52,51.1,51.4,-0.4,52.11,52.165,52.3125,51.49183333,49.22583333,48.14016667,3538026.8,3306733.4,3556056.8,5981268.933,6353817.8,6418433.908,185695993,173144874.3,186509127.5,307823645,312235750,309256350.1,1712000,52,52,51.1,51.4,-0.4,,0,0,1,0,0,0,0,0,0,0,0,0,0
2006/3/9,3378000,174319750,156,51.65,51.75,51.3,51.65,0.25,51.87,52.12,52.28,51.51433333,49.25783333,48.16008333,2796002.8,3243433.4,3632606.8,5863002.267,6332167.8,6418221.408,145359295.6,169636974.3,190378752.5,301987850.3,311317180.1,309312702.1,3378000,51.65,51.75,51.3,51.65,0.25,,0,0,1,0,0,0,0,0,0,0,0,0,0
2006/3/10,1181000,61121150,152,51.85,51.95,51.45,51.6,-0.05,51.78,52.11,52.25,51.54266667,49.28816667,48.18041667,2605000,3050633.4,3555766.8,5785285.6,6302542.8,6383408.908,135156940,159632454.3,186304439.9,298144973,309936365.6,307717742.6,1181000,51.85,51.95,51.45,51.6,-0.05,,0,0,1,0,0,0,0,0,0,0,0,0,0
2006/3/13,1077000,55922500,179,52,52.15,51.8,51.8,0.2,51.65,52.085,52.235,51.58766667,49.32191667,48.2025,2247400,3040613.4,3486816.8,5742718.933,6269884.467,6342179.742,116289650,159117901.5,182704934.9,296088430.3,308412818.4,305831301.8,1077000,52,52.15,51.8,51.8,0.2,,0,0,1,0,0,0,0,0,0,0,0,0,0
2006/3/14,3315000,170257600,298,51.9,51.9,51.15,51.3,-0.5,51.55,51.975,52.2,51.62433333,49.35333333,48.22291667,2132600,3195813.4,3462266.8,5745552.267,6271467.8,6335017.242,109944450,166931491.5,181303004.9,296352337.7,308592196.9,305564348.6,3315000,51.9,51.9,51.15,51.3,-0.5,,0,0,1,0,0,0,0,0,0,0,0,0,0
2006/3/15,2525000,130974100,202,51.5,52.15,51.5,52.15,0.85,51.7,51.905,52.195,51.67516667,49.39591667,48.245,2295200,2916613.4,3394066.8,5736768.933,6233934.467,6334667.242,118519020,152107506.5,177722234.9,296042046.8,306919366.6,305602354.9,2525000,51.5,52.15,51.5,52.15,0.85,,0,0,1,0,0,0,0,0,0,0,0,0,0
2006/3/16,2040000,106765500,349,52.1,52.65,51.85,51.9,-0.25,51.75,51.81,52.1875,51.7215,49.43516667,48.266625,2027600,2411801.4,3172866.7,5687385.6,6226417.8,6324446.408,105008170,125183732.8,166109844.7,293725085.2,306654927.6,305170528.2,2040000,52.1,52.65,51.85,51.9,-0.25,,0,0,1,0,0,0,0,0,0,0,0,0,0
2006/3/17,1886000,97708200,221,51.9,52,51.5,52,0.1,51.83,51.805,52.135,51.77466667,49.47075,48.29070833,2168600,2386800,2723166.7,5653585.6,6202576.133,6294983.908,112325580,123741260,142291964.7,292159152.7,305604683.4,303846150.7,1886000,51.9,52,51.5,52,0.1,,0,0,1,0,0,0,0,0,0,0,0,0,0
2006/3/20,2145000,111595550,186,52.3,52.3,51.8,51.95,-0.05,51.86,51.755,52.085,51.8255,49.509,48.31454167,2382200,2314800,2684116.7,5657135.6,6195376.133,6265050.575,123460190,119874920,140122569.7,292444340.7,305343533.7,302515690.5,2145000,52.3,52.3,51.8,51.95,-0.05,,0,0,1,0,0,0,0,0,0,0,0,0,0
2006/3/21,1046000,54052150,191,52,52,51.55,51.55,-0.4,51.91,51.73,52.0175,51.855,49.55175,48.33454167,1928400,2030500,2669116.7,5500352.267,6085876.133,6253104.742,100219100,105081775,139273014.7,284678936.7,300276427.9,301981252,1046000,52,52,51.55,51.55,-0.4,,0,0,1,0,0,0,0,0,0,0,0,0,0
2006/3/22,3618000,184244650,438,51.25,51.25,50.65,50.75,-0.8,51.63,51.665,51.915,51.86166667,49.5905,48.35120833,2147000,2221100,2763916.7,5424068.933,5949467.8,6242742.242,110873210,114696115,143920494.7,280903909.2,294125843.5,301565693.2,3618000,51.25,51.25,50.65,50.75,-0.8,,0,0,1,0,0,0,0,0,0,0,0,0,0
2006/3/23,2840000,143858200,286,50.7,50.95,50.4,50.5,-0.25,51.35,51.55,51.835,51.865,49.627,48.36704167,2307000,2167300,2705366.7,5359718.933,5935917.8,6244321.408,118291750,111649960,140643467.2,277693815.8,293609694.6,301685362.9,2840000,50.7,50.95,50.4,50.5,-0.25,,0,0,1,0,0,0,0,0,0,0,0,0,0
2006/3/24,957000,48477500,127,50.4,50.9,50.4,50.9,0.4,51.13,51.48,51.795,51.86916667,49.66508333,48.38475,2121200,2144900,2597766.7,5185302.267,5909676.133,6241096.408,108445610,110385595,135009024.7,268883778.3,292436122.2,301550620,957000,50.4,50.9,50.4,50.9,0.4,,0,0,1,0,0,0,0,0,0,0,0,0,0
2006/3/27,1243000,63387100,148,50.9,51.1,50.85,51.05,0.15,50.95,51.405,51.745,51.8825,49.70475,48.40370833,1940800,2161500,2601056.7,5113968.933,5877176.133,6222050.575,98803920,111132055,135124978.3,265288200,290984501.2,300687200.6,1243000,50.9,51.1,50.85,51.05,0.15,,0,0,1,0,0,0,0,0,0,0,0,0,0
2006/3/28,4158000,213174600,214,51.2,51.55,51.05,51.5,0.45,50.94,51.425,51.7,51.89083333,49.74433333,48.42391667,2563200,2245800,2720806.7,4753452.267,5844726.133,6231033.908,130628410,115423755,141177623.3,247048261.7,289641674,301186424.4,4158000,51.2,51.55,51.05,51.5,0.45,,0,0,1,0,0,0,0,0,0,0,0,0,0
2006/3/29,1585000,81774550,188,51.2,51.75,51.2,51.7,0.2,51.13,51.38,51.6425,51.89833333,49.77975,48.44558333,2156600,2151800,2534206.7,4711068.933,5816309.467,6215500.575,110134390,110503800,131305653.3,244886599.2,288352183.7,300497490.1,1585000,51.2,51.75,51.2,51.7,0.2,,0,0,1,0,0,0,0,0,0,0,0,0,0
2006/3/30,2387000,124464450,349,51.8,52.3,51.8,52.3,0.6,51.49,51.42,51.615,51.91333333,49.81816667,48.469,2066000,2186500,2299150.7,4599185.6,5782876.133,6220079.742,106255640,112273695,118728713.9,239186203.3,286852314.4,300766440.3,2387000,51.8,52.3,51.8,52.3,0.6,,0,0,1,0,0,0,0,0,0,0,0,0,0
2006/3/31,2612000,137546250,451,52.3,53,52.3,52.8,0.5,51.87,51.5,51.6525,51.94333333,49.85933333,48.49429167,2397000,2259100,2322950,4537685.6,5774976.133,6224925.575,124069390,116257500,119999380,236128185.8,286580871.4,301057614.6,2612000,52.3,53,52.3,52.8,0.5,,0,0,1,0,0,0,0,0,0,0,0,0,0
2006/4/3,2959000,156805250,310,52.8,53.15,52.65,53.1,0.3,52.28,51.615,51.685,51.9725,49.90425,48.52179167,2740200,2340500,2327650,4356835.6,5770159.467,6207675.575,142753020,120778470,120326695,226923619.2,286476267.1,300335501.9,2959000,52.8,53.15,52.65,53.1,0.3,,0,0,0,1,0,0,0,0,0,0,0,0,0
2006/4/4,2604000,138436900,260,53.1,53.25,53,53.1,0,52.6,51.77,51.75,52.00333333,49.95116667,48.55175,2429400,2496300,2263400,4279368.933,5771067.8,6152100.575,127805480,129216945,117149360,223023196.7,286644422.7,297853976.1,2604000,53.1,53.25,53,53.1,0,,0,0,0,1,0,0,0,0,0,0,0,0,0
2006/4/6,4154000,222600850,333,53.6,53.8,53.45,53.7,0.6,53,52.065,51.865,52.05583333,50.00366667,48.58966667,2943200,2549900,2385500,4266602.267,5795592.8,6087333.908,155970740,133052565,123874340,222590375.8,288020488.5,295097010,4154000,53.6,53.8,53.45,53.7,0.6,,0,0,0,1,0,0,0,0,0,0,0,0,0
2006/4/7,3291000,177289450,432,53.9,54.2,53.55,53.9,0.2,53.32,52.405,51.9775,52.09666667,50.05783333,48.62716667,3124000,2595000,2381150,4234302.267,5812334.467,6087425.575,166535740,136395690,124022825,221102353.3,288991529.5,295225630.4,3291000,53.9,54.2,53.55,53.9,0.2,,0,0,0,1,0,0,0,0,0,0,0,0,0
2006/4/10,3942000,212952600,356,53.45,54.35,53.45,54.1,0.2,53.58,52.725,52.1025,52.13666667,50.11991667,48.66758333,3390000,2893500,2519200,4140635.6,5751926.133,6075663.075,181617010,152843200,131614397.5,216386341.7,286402696.4,294854977.7,3942000,53.45,54.35,53.45,54.1,0.2,,0,0,0,1,0,0,0,0,0,0,0,0,0
2006/4/11,888000,47657850,154,53.85,54,53.55,53.55,-0.55,53.67,52.975,52.19,52.155,50.1795,48.704125,2975800,2858000,2509750,4019168.933,5686467.8,6049058.908,159787530,151270275,131201165,210046836.7,283430014.4,293711820,888000,53.85,54,53.55,53.55,-0.55,,0,0,0,1,0,0,0,0,0,0,0,0,0
2006/4/12,2479000,133481900,207,53.4,53.95,53.3,53.95,0.4,53.84,53.22,52.3225,52.1825,50.24241667,48.74204167,2950800,2690100,2467950,3962702.267,5685484.467,6042600.575,158796530,143301005,129362380,207138212.5,283538386.7,293511216.7,2479000,53.4,53.95,53.3,53.95,0.4,,0,0,0,1,0,0,0,0,0,0,0,0,0
2006/4/13,3146000,170708600,290,54.1,54.4,54,54.4,0.45,53.98,53.49,52.435,52.20916667,50.31725,48.78075,2749200,2846200,2499000,3889835.6,5588609.467,6046796.408,148418080,152194410,131349105,203367110,279323702.6,293821226.6,3146000,54.1,54.4,54,54.4,0.45,,0,0,0,1,0,0,0,0,0,0,0,0,0
2006/4/14,2515000,137603200,354,54.4,55.2,54.4,55.05,0.65,54.21,53.765,52.5925,52.255,50.39683333,48.82116667,2594000,2859000,2522750,3860352.267,5558817.8,6043475.575,140480830,153508285,132890990,201907370,278164092.3,293769824.9,2515000,54.4,55.2,54.4,55.05,0.65,,0,0,0,1,0,0,0,0,0,0,0,0,0
2006/4/17,3855101,212909724,355,55.15,55.35,55,55.2,0.15,54.43,54.005,52.7525,52.29916667,50.48816667,48.862125,2576620.2,2983310.1,2621205.05,3831087.283,5467318.642,6048080.163,140472254.8,161044632.4,138651066.2,200562133.7,274425239.1,294137393.2,3855101,55.15,55.35,55,55.2,0.15,,0,0,0,1,0,0,0,0,0,0,0,0,0
2006/4/18,1197000,65851750,242,55.3,55.3,54.75,55.3,0.1,54.78,54.225,52.92,52.3425,50.57575,48.90295833,2638420.2,2807110.1,2573805.05,3600553.95,5413876.975,6040088.496,144111034.8,151949282.4,136363876.2,188379456.2,272160181.4,293822967.4,1197000,55.3,55.3,54.75,55.3,0.1,,0,0,0,1,0,0,0,0,0,0,0,0,0
2006/4/19,4476670,249801734,390,55.5,56,55.5,55.7,0.4,55.13,54.485,53.1275,52.39666667,50.66825,48.94429167,3037954.2,2994377.1,2745338.55,3606198.45,5427324.225,6043812.121,167375001.6,163085765.8,146151355.4,188911548.5,273178024.1,294183995.3,4476670,55.5,56,55.5,55.7,0.4,,0,0,0,1,0,0,0,0,0,0,0,0,0
2006/4/20,2859100,160029650,290,55.7,56.15,55.7,56.1,0.4,55.47,54.725,53.395,52.45083333,50.76433333,48.986625,2980574.2,2864887.1,2707393.55,3530816.783,5412616.725,6037070.871,165239211.6,156828645.8,144940605.4,185104060.1,272789885.2,293992433.4,2859100,55.7,56.15,55.7,56.1,0.4,,0,0,0,1,0,0,0,0,0,0,0,0,0
2006/4/21,3135000,176849200,373,56.3,56.6,56.15,56.25,0.15,55.71,54.96,53.6825,52.5075,50.85941667,49.03016667,3104574.2,2849287.1,2722143.55,3452733.45,5412041.725,6025095.871,173088411.6,156784620.8,146590155.4,181139494.3,273061141.5,293582297.3,3135000,56.3,56.6,56.15,56.25,0.15,,0,0,0,1,0,0,0,0,0,0,0,0,0
2006/4/24,2788000,156977450,239,55.85,56.45,55.8,56.35,0.1,55.94,55.185,53.955,52.59916667,50.95641667,49.06958333,2891154,2733887.1,2813693.55,3370483.45,5390883.392,6002595.871,161901956.8,151187105.8,152015152.9,177151551.8,272388735,292646683.2,2788000,55.85,56.45,55.8,56.35,0.1,,0,0,0,1,0,0,0,0,0,0,0,0,0
2006/4/25,1659000,93018400,241,56.3,56.6,55.7,55.85,-0.5,56.05,55.415,54.195,52.67333333,51.05016667,49.10683333,2983554,2810987.1,2834493.55,3267100.117,5362650.058,5994750.038,167335286.8,155723160.8,153496717.9,171994646.8,271293063.3,292342595.1,1659000,56.3,56.6,55.7,55.85,-0.5,,0,0,0,1,0,0,0,0,0,0,0,0,0
2006/4/26,2267000,127244750,220,56,56.85,55.7,56.85,1,56.28,55.705,54.4625,52.76583333,51.15308333,49.147875,2541620,2789787.1,2739943.55,3206183.45,5333900.058,5989350.038,142823890,155099445.8,149200225.4,169045770.1,270237103.7,292176166.5,2267000,56,56.85,55.7,56.85,1,,0,0,0,1,0,0,0,0,0,0,0,0,0
2006/4/27,4249500,241938050,321,56.9,57.05,56.6,56.6,-0.25,56.38,55.925,54.7075,52.86666667,51.24608333,49.187875,2819700,2900137.1,2873168.55,3209058.45,5346870.892,5993206.288,159205570,162222390.8,157208400.4,169641092.6,271245685.1,292533427,4249500,56.9,57.05,56.6,56.6,-0.25,,0,0,0,1,0,0,0,0,0,0,0,0,0
2006/4/28,2358000,133001950,250,56.5,56.85,56.1,56.8,0.2,56.49,56.1,54.9325,52.96333333,51.34008333,49.22954167,2664300,2884437.1,2871718.55,3191858.45,5349937.558,5976581.288,150436120,161762265.8,157635275.4,168983625.1,271598863.7,291852343.2,2358000,56.5,56.85,56.1,56.8,0.2,,0,0,0,1,0,0,0,0,0,0,0,0,0
2006/5/2,2092000,118977150,173,56.8,57,56.5,56.8,0,56.58,56.26,55.1325,53.05416667,51.42925,49.271,2525100,2708127,2845718.55,3105641.783,5341704.225,5966993.788,142836060,152369008.4,156706820.4,164754682.6,271413558.1,291492329.9,2092000,56.8,57,56.5,56.8,0,,0,0,0,0,1,0,0,0,0,0,0,0,0
2006/5/3,4254000,243953250,361,57.2,57.5,57.2,57.2,0.4,56.85,56.45,55.3375,53.1475,51.52075,49.31266667,3044100,3013827,2910468.55,3112341.783,5355662.558,5954585.454,173023030,170179158.4,161064220.4,165489929.3,272453777.3,291086023.5,4254000,57.2,57.5,57.2,57.2,0.4,,0,0,0,0,1,0,0,0,0,0,0,0,0
2006/5/4,2532000,146387950,293,57.4,58.3,57.4,58,0.8,57.08,56.68,55.5825,53.24166667,51.61783333,49.35854167,3097100,2819360,2906868.55,3014191.783,5330745.892,5946593.788,176851670,159837780,161461772.9,160659885.1,271534456.3,290823452.7,2532000,57.4,58.3,57.4,58,0.8,,0,0,0,0,1,0,0,0,0,0,0,0,0
2006/5/5,3199000,187213650,407,58.2,59.1,58.2,58.4,0.4,57.44,56.91,55.8175,53.33166667,51.7185,49.40825,2887000,2853350,2859118.55,2933558.45,5325787.558,5930897.954,165906790,162556180,159692412.9,156691960.1,271627632.4,290248023.4,3199000,58.2,59.1,58.2,58.4,0.4,,0,0,0,0,1,0,0,0,0,0,0,0,0
2006/5/8,4757000,280269900,441,58.6,59.2,58.6,59.2,0.8,57.92,57.205,56.0825,53.44666667,51.82575,49.460375,3366800,3015550,2932418.55,2982058.45,5336670.892,5929202.121,195360380,172898250,164841435.4,159747671,272629464.8,290411878.4,4757000,58.6,59.2,58.6,59.2,0.8,,0,0,0,0,1,0,0,0,0,0,0,0,0
2006/5/9,7118000,417872000,688,59.3,59.3,58.1,58.5,-0.7,58.26,57.42,56.3025,53.55166667,51.9205,49.51504167,4372000,3448550,3091218.55,3055395.117,5331029.225,5900414.621,255139350,198987705,175087405.4,164335414.3,273070193.1,289495478.9,7118000,59.3,59.3,58.1,58.5,-0.7,,0,0,0,0,1,0,0,0,0,0,0,0,0
2006/5/10,9546000,552539750,660,58.5,58.55,57.1,57.4,-1.1,58.3,57.575,56.495,53.64,52.00466667,49.565625,5430400,4237250,3524118.55,3173561.783,5306062.558,5928047.954,316856650,244939840,200331500.4,171412533.4,272725225.1,291247258.8,9546000,58.5,58.55,57.1,57.4,-1.1,,0,0,0,0,1,0,0,0,0,0,0,0,0
2006/5/11,6134000,352751350,476,57.05,58,56.7,57.75,0.35,58.25,57.665,56.685,53.73583333,52.08616667,49.620125,6150800,4623950,3706868.55,3212361.783,5223370.892,5942931.288,358129330,267490500,211294972.9,173986785.9,269266525.1,292239312.7,6134000,57.05,58,56.7,57.75,0.35,,0,0,0,0,1,0,0,0,0,0,0,0,0
2006/5/12,3814000,218141950,480,57.3,57.5,56.85,57.5,-0.25,58.07,57.755,56.84,53.82333333,52.165,49.67283333,6273800,4580400,3740268.55,3211111.783,5176504.225,5951456.288,364314990,265110890,213666640.4,174245993.4,267303735.1,292818462.2,3814000,57.3,57.5,56.85,57.5,-0.25,,0,0,0,0,1,0,0,0,0,0,0,0,0
2006/5/15,10741000,604154550,823,56.9,56.9,55.75,56,-1.5,57.43,57.675,56.8875,53.88916667,52.23483333,49.71975,7470600,5418700,4151568.55,3282395.083,5233554.225,5978656.288,429091920,312226150,236994207.9,178665014.2,270788040.3,294546914.1,10741000,56.9,56.9,55.75,56,-1.5,,0,0,0,0,1,0,0,0,0,0,0,0,0
2006/5/16,6589100,366805100,717,56.1,56.15,55.2,55.2,-0.8,56.77,57.515,56.8875,53.925,52.29725,49.76204167,7364820,5868410,4288268.5,3210880.083,5221088.392,6001665.038,418878540,337008945,244688976.7,175210669.2,270617638.1,295875747.8,6589100,56.1,56.15,55.2,55.2,-0.8,,0,0,0,0,1,0,0,0,0,0,0,0,0
2006/5/17,8059000,447185200,689,55.3,55.8,55.15,55.6,0.4,56.41,57.355,56.9025,53.96916667,52.36483333,49.804375,7067420,6248910,4631368.5,3296430.083,5265880.058,6013723.371,397807630,357332140,263755649.2,180080698.4,273280529.6,296762045.5,8059000,55.3,55.8,55.15,55.6,0.4,,0,0,0,0,1,0,0,0,0,0,0,0,0
2006/5/18,8801000,480743450,932,54.65,54.8,54.45,54.65,-0.95,55.79,57.02,56.85,53.99833333,52.419,49.84283333,7600820,6875810,4847585,3420680.083,5144721.725,6040990.038,423406050,390767690,275302735,186909035,267915119.2,298338391.2,8801000,54.65,54.8,54.45,54.65,-0.95,,0,0,0,0,1,0,0,0,0,0,0,0,0
2006/5/19,6430000,351940200,629,54.4,55.1,54.4,54.75,0.1,55.24,56.655,56.7825,54.03083333,52.47366667,49.88133333,8124020,7198910,5026130,3499146.75,5078155.058,6040402.538,450165700,407240345,284898262.5,191253120.9,265034809.6,298559598.7,6430000,54.4,55.1,54.4,54.75,0.1,,0,0,0,0,1,0,0,0,0,0,0,0,0
2006/5/22,7050000,383487300,868,55.1,55.2,53.9,53.9,-0.85,54.82,56.125,56.665,54.06083333,52.52408333,49.91779167,7385820,7428210,5221880,3549796.75,5101513.392,6054710.871,406032250,417562085,295230167.5,194154596.7,266535445.1,299476397.3,7050000,55.1,55.2,53.9,53.9,-0.85,,0,0,0,0,1,0,0,0,0,0,0,0,0
2006/5/23,9833000,523003850,1183,53.25,53.5,52.9,53,-0.9,54.38,55.575,56.4975,54.0825,52.56341667,49.949,8034600,7699710,5574130,3661863.417,5115171.725,6083123.371,437272000,428075270,313531487.5,200185221.7,267607788.6,301084424.7,9833000,53.25,53.5,52.9,53,-0.9,,0,0,0,0,1,0,0,0,0,0,0,0,0
2006/5/24,5950000,315819350,775,53.3,53.65,52.7,53.35,0.35,53.93,55.17,56.3725,54.10416667,52.60575,49.97995833,7612800,7340110,5788680,3741410.083,5120905.058,6094777.538,410998830,404403230,324671535,204431077.1,268121402,301798980.8,5950000,53.3,53.65,52.7,53.35,0.35,,0,0,0,0,1,0,0,0,0,0,0,0,0
2006/5/25,4100000,218380200,504,53.35,53.7,53,53.35,0,53.67,54.73,56.1975,54.12,52.64808333,50.01083333,6672600,7136710,5880330,3780360.083,5099405.058,6097677.538,358526180,390966115,329228307.5,206535385.4,267249309.5,302057636.8,4100000,53.35,53.7,53,53.35,0,,0,0,0,0,1,0,0,0,0,0,0,0,0
2006/5/26,5455000,292491250,675,53.8,54.05,53.1,53.3,-0.05,53.38,54.31,56.0325,54.1275,52.6835,50.04166667,6477600,7300810,5940605,3782660.083,4996138.392,6114635.871,346636390,398401045,331755967.5,206756673.7,262439225.6,303011574.3,5455000,53.8,54.05,53.1,53.3,-0.05,,0,0,0,0,1,0,0,0,0,0,0,0,0
2006/5/29,2022000,107866750,423,53.8,53.8,53.15,53.6,0.3,53.32,54.07,55.8725,54.14,52.72583333,50.07304167,5472000,6428910,5923805,3698224.75,4979430.058,6077477.538,291512280,348772265,330499207.5,202287732.3,261700988.1,301359926.6,2022000,53.8,53.8,53.15,53.6,0.3,,0,0,0,0,1,0,0,0,0,0,0,0,0
2006/5/30,4980000,265639500,660,53.5,53.7,53,53.4,-0.2,53.4,53.89,55.7025,54.1625,52.76425,50.10358333,4501400,6268000,6068205,3745624.517,4980821.725,6051081.704,240039410,338655705,337832325,204846175.1,261963351.9,300290641.5,4980000,53.5,53.7,53,53.4,-0.2,,0,0,0,0,1,0,0,0,0,0,0,0,0
2006/6/1,2504000,133589950,421,53.25,53.6,53.15,53.4,0,53.41,53.67,55.5125,54.17833333,52.80341667,50.13275,3812200,5712500,5980705,3739607.85,4989555.058,5991640.038,203593530,307296180,332314160,204568358.5,262485926.7,297612212.5,2504000,53.25,53.6,53.15,53.4,0,,0,0,0,0,0,1,0,0,0,0,0,0,0
2006/6/2,4501000,242062800,646,53.6,54.3,53.45,54.3,0.9,53.6,53.635,55.3275,54.22,52.84716667,50.16316667,3892400,5282500,6079155,3749807.85,4988296.725,5974835.871,208330050,283428115,337097902.5,205236345.1,262595605.7,296959570.1,4501000,53.6,54.3,53.45,54.3,0.9,,0,0,0,0,0,1,0,0,0,0,0,0,0
2006/6/5,6797000,362530700,1062,54.3,54.3,52.3,52.45,-1.85,53.43,53.405,55.03,54.2375,52.86466667,50.185875,4160800,5319200,6259055,3834557.85,4907913.392,5968840.038,222337940,284487165,345863755,209810169.3,258816907.1,296855852.3,6797000,54.3,54.3,52.3,52.45,-1.85,,0,0,0,0,0,1,0,0,0,0,0,0,0
2006/6/6,12300000,642945200,881,52.25,52.9,52,52.9,0.45,53.29,53.305,54.715,54.25833333,52.88633333,50.21016667,6216400,5844200,6636205,3983257.85,4923130.058,5989240.038,329353630,310432955,363997520,217620593.5,259804221.9,298084447.7,12300000,52.25,52.9,52,52.9,0.45,,0,0,0,0,0,1,0,0,0,0,0,0,0
2006/6/7,7289000,379690550,880,52.6,52.6,51.8,51.85,-1.05,52.98,53.19,54.3825,54.2625,52.90258333,50.22866667,6678200,5589800,6644755,4085057.85,4935171.725,5955302.538,352163840,296101625,362088447.5,222930083.5,260537528.2,296627978.7,7289000,52.6,52.6,51.8,51.85,-1.05,,0,0,0,0,0,1,0,0,0,0,0,0,0
2006/6/8,22418000,1136549760,1797,51.5,51.5,49.8,49.99,-1.86,52.298,52.854,54.012,54.23233333,52.91,50.237375,10661000,7236600,7288355,4440741.183,5091730.058,5971994.204,552755802,378174666,391288948,240940537.8,268514484.1,297696447,22418000,51.5,51.5,49.8,49.99,-1.86,,0,0,0,0,0,1,0,0,0,0,0,0,0
2006/6/9,14286000,713800440,1547,50,50.8,49.4,50.8,0.81,51.598,52.599,53.6645,54.224,52.92416667,50.24958333,12618000,8255200,7695955,4623591.183,5184571.725,6019277.538,647103330,427716690,409341402.5,249999585.1,273175961.4,300086467,14286000,50,50.8,49.4,50.8,0.81,,0,0,0,0,0,1,0,0,0,0,0,0,0
2006/6/12,7178000,359449410,846,50.35,50.7,49.7,50.7,-0.1,51.248,52.339,53.3245,54.19983333,52.9375,50.26291667,12694200,8427500,7864155,4701141.183,5218955.058,6030015.038,646487072,434412506,416406775.5,253807507,274924776.9,300672848.6,7178000,50.35,50.7,49.7,50.7,-0.1,,0,0,0,0,0,1,0,0,0,0,0,0,0
2006/6/13,8531000,424043120,1009,50.2,50.2,49.41,49.6,-1.1,50.588,51.939,53.0045,54.1615,52.9415,50.26841667,11940400,9078400,7753655,4809324.517,5248355.058,5945194.204,602706656,466030143,407401204,259095467.3,276410276.2,296664560.6,8531000,50.2,50.2,49.41,49.6,-1.1,,0,0,0,0,0,1,0,0,0,0,0,0,0
2006/6/14,5589000,281940380,973,49.65,51.1,49.65,51.1,1.5,50.438,51.709,52.7995,54.1465,52.96058333,50.28025,11600400,9139300,7703650,4871041.183,5262313.392,5895694.204,583156622,467660231,403157968,262166003.6,277162578.1,294321898.9,5589000,49.65,51.1,49.65,51.1,1.5,,0,0,0,0,0,1,0,0,0,0,0,0,0
2006/6/15,6833000,347252650,832,51.45,51.45,50.4,50.8,-0.3,50.6,51.449,52.5595,54.12733333,52.97641667,50.29225,8483400,9572200,7642350,4949174.517,5303155.058,5886381.704,425297200,489026501,398161340.5,266093622,279268981.3,293956141.8,6833000,51.45,51.45,50.4,50.8,-0.3,,0,0,0,0,0,1,0,0,0,0,0,0,0
2006/6/16,9818000,510906300,1191,51.95,52.35,51.75,51.9,1.1,50.82,51.209,52.422,54.13316667,52.99408333,50.31008333,7589800,10103900,7693200,5095374.517,5297863.392,5907135.871,384718372,515910851,399669483,273707857.8,279193397.2,295126009.5,9818000,51.95,52.35,51.75,51.9,1.1,,0,0,0,0,0,1,0,0,0,0,0,0,0
2006/6/19,4308000,223199600,460,51.9,52.1,51.6,51.85,-0.05,51.05,51.149,52.277,54.1515,53.00658333,50.32654167,7015800,9855000,7587100,5106874.517,5265471.725,5897215.038,357468410,501977741,393232453,274357107,277630508.1,294726660.4,4308000,51.9,52.1,51.6,51.85,-0.05,,0,0,0,0,0,1,0,0,0,0,0,0,0
