日期,成交股數,成交金額,成交筆數,開盤價,最高價,最低價,收盤價,漲跌價差,收盤價MA5,收盤價MA10,收盤價MA20,收盤價MA60,收盤價MA120,收盤價MA240,成交股數MA5,成交股數MA10,成交股數MA20,成交股數MA60,成交股數MA120,成交股數MA240,成交金額MA5,成交金額MA10,成交金額MA20,成交金額MA60,成交金額MA120,成交金額MA240,成交股數.1,開盤價.1,最高價.1,最低價.1,收盤價.1,漲跌價差.1,燦坤/台灣50,1,2,3,4,5,6,7,8,9,10,11,12,當前資產部位
2003/6/30,9930000,367884760,2047,37.1,37.4,36.92,37.08,0.12,,,,,,,,,,,,,,,,,,,9930000,37.1,37.4,36.92,37.08,0.12,,0,0,0,0,0,1,0,0,0,0,0,0,0
2003/7/1,14290000,536078350,2223,37.09,38.1,37.09,38.05,0.97,,,,,,,,,,,,,,,,,,,14290000,37.09,38.1,37.09,38.05,0.97,,0,0,0,0,0,0,1,0,0,0,0,0,0
2003/7/2,16232000,625636880,1906,38.17,38.82,38.1,38.69,0.64,,,,,,,,,,,,,,,,,,,16232000,38.17,38.82,38.1,38.69,0.64,,0,0,0,0,0,0,1,0,0,0,0,0,0
2003/7/3,16839000,661217150,2230,40.6,40.6,38.81,39,0.31,,,,,,,,,,,,,,,,,,,16839000,40.6,40.6,38.81,39,0.31,,0,0,0,0,0,0,1,0,0,0,0,0,0
2003/7/4,12491000,487753800,1514,39.1,39.26,38.75,39.26,0.26,38.416,,,,,,13956400,,,,,,535714188,,,,,,12491000,39.1,39.26,38.75,39.26,0.26,,0,0,0,0,0,0,1,0,0,0,0,0,0
2003/7/7,19461000,784967940,1978,39.6,41,39.6,41,1.74,39.2,,,,,,15862600,,,,,,619130824,,,,,,19461000,39.6,41,39.6,41,1.74,,0,0,0,0,0,0,1,0,0,0,0,0,0
2003/7/8,13945000,575586450,2296,42,42,40.7,41.19,0.19,39.828,,,,,,15793600,,,,,,627032444,,,,,,13945000,42,42,40.7,41.19,0.19,,0,0,0,0,0,0,1,0,0,0,0,0,0
2003/7/9,8849000,363763270,1198,41.3,41.3,40.81,41.22,0.03,40.334,,,,,,14317000,,,,,,574657722,,,,,,8849000,41.3,41.3,40.81,41.22,0.03,,0,0,0,0,0,0,1,0,0,0,0,0,0
2003/7/10,8603000,348382480,1491,41.2,41.2,40.05,40.05,-1.17,40.544,,,,,,12669800,,,,,,512090788,,,,,,8603000,41.2,41.2,40.05,40.05,-1.17,,0,0,0,0,0,0,1,0,0,0,0,0,0
2003/7/11,7019000,277417400,1404,39.6,39.97,39.3,39.91,-0.14,40.674,39.545,,,,,11575400,12765900,,,,,470023508,502868848,,,,,7019000,39.6,39.97,39.3,39.91,-0.14,,0,0,0,0,0,0,1,0,0,0,0,0,0
2003/7/14,10771000,436827930,1400,39.95,41,39.92,40.66,0.75,40.606,39.903,,,,,9837400,12850000,,,,,400395506,509763165,,,,,10771000,39.95,41,39.92,40.66,0.75,,0,0,0,0,0,0,1,0,0,0,0,0,0
2003/7/15,9432000,383346040,1101,40.7,40.86,40.19,40.19,-0.47,40.406,40.117,,,,,8934800,12364200,,,,,361947424,494489934,,,,,9432000,40.7,40.86,40.19,40.19,-0.47,,0,0,0,0,0,0,1,0,0,0,0,0,0
2003/7/16,6798000,276893690,957,40.5,40.98,40.24,40.85,0.66,40.332,40.333,,,,,8524600,11420800,,,,,344573508,459615615,,,,,6798000,40.5,40.98,40.24,40.85,0.66,,0,0,0,0,0,0,1,0,0,0,0,0,0
2003/7/17,9924000,399015080,1187,40.5,40.65,39.8,39.8,-1.05,40.282,40.413,,,,,8788800,10729300,,,,,354700028,433395408,,,,,9924000,40.5,40.65,39.8,39.8,-1.05,,0,0,0,0,0,0,1,0,0,0,0,0,0
2003/7/18,7220000,287078070,1032,39.78,39.98,39.55,39.92,0.12,40.284,40.479,,,,,8829000,10202200,,,,,356632162,413327835,,,,,7220000,39.78,39.98,39.55,39.92,0.12,,0,0,0,0,0,0,1,0,0,0,0,0,0
2003/7/21,6715000,267154330,993,40,40.25,39.4,39.4,-0.52,40.032,40.319,,,,,8017800,8927600,,,,,322697442,361546474,,,,,6715000,40,40.25,39.4,39.4,-0.52,,0,0,0,0,0,0,1,0,0,0,0,0,0
2003/7/22,9169000,363490990,737,39.41,39.98,39.41,39.98,0.58,39.99,40.198,,,,,7965200,8450000,,,,,318726432,340336928,,,,,9169000,39.41,39.98,39.41,39.98,0.58,,0,0,0,0,0,0,1,0,0,0,0,0,0
2003/7/23,8148000,328372300,848,40.3,40.5,40,40.05,0.07,39.83,40.081,,,,,8235200,8379900,,,,,329022154,336797831,,,,,8148000,40.3,40.5,40,40.05,0.07,,0,0,0,0,0,0,1,0,0,0,0,0,0
2003/7/24,10984000,448189430,1279,40.2,41.23,40.2,41.23,1.18,40.116,40.199,,,,,8447200,8618000,,,,,338857024,346778526,,,,,10984000,40.2,41.23,40.2,41.23,1.18,,0,0,0,0,0,0,1,0,0,0,0,0,0
2003/7/25,8433000,346491330,931,41,41.34,40.85,41.23,0,40.378,40.331,39.938,,,,8689800,8759400,10762650,,,,350739676,353685919,428277383.5,,,,8433000,41,41.34,40.85,41.23,0,,0,0,0,0,0,0,1,0,0,0,0,0,0
2003/7/28,6839000,285426040,966,41.9,41.94,41.57,41.58,0.35,40.814,40.423,40.163,,,,8714600,8366200,10608100,,,,354394018,338545730,424154447.5,,,,6839000,41.9,41.94,41.57,41.58,0.35,,0,0,0,0,0,0,1,0,0,0,0,0,0
2003/7/29,5680000,233010990,864,41.54,41.54,40.83,41.02,-0.56,41.022,40.506,40.3115,,,,8016800,7991000,10177600,,,,328298018,323512225,409001079.5,,,,5680000,41.54,41.54,40.83,41.02,-0.56,,0,0,0,0,0,0,1,0,0,0,0,0,0
2003/7/30,9300000,378924610,869,41,41.02,40.55,40.6,-0.42,41.132,40.481,40.407,,,,8247200,8241200,9831000,,,,338408480,333715317,396665466,,,,9300000,41,41.02,40.55,40.6,-0.42,,0,0,0,0,0,0,1,0,0,0,0,0,0
2003/7/31,5120000,208233880,965,40.66,41,40.44,40.87,0.27,41.06,40.588,40.5005,,,,7074400,7760800,9245050,,,,290417370,314637197,374016302.5,,,,5120000,40.66,41,40.44,40.87,0.27,,0,0,0,0,0,0,1,0,0,0,0,0,0
2003/8/1,3703000,153340310,844,41.28,41.6,41.05,41.6,0.73,41.134,40.756,40.6175,,,,6128400,7409100,8805650,,,,251787166,301263421,357295628,,,,3703000,41.28,41.6,41.05,41.6,0.73,,0,0,0,0,0,0,0,1,0,0,0,0,0
2003/8/4,3708000,153495550,344,41.47,41.55,41.21,41.4,-0.2,41.098,40.956,40.6375,,,,5502200,7108400,8018000,,,,225401068,289897543,325722008.5,,,,3708000,41.47,41.55,41.21,41.4,-0.2,,0,0,0,0,0,0,0,1,0,0,0,0,0
2003/8/5,4929000,200981630,659,41.5,41.61,40.5,40.5,-0.9,40.994,41.008,40.603,,,,5352000,6684400,7567200,,,,218995196,273646607,306991767.5,,,,4929000,41.5,41.61,40.5,40.5,-0.9,,0,0,0,0,0,0,0,1,0,0,0,0,0
2003/8/6,4646000,186678450,663,40.2,40.3,40.06,40.23,-0.27,40.92,41.026,40.5535,,,,4421200,6334200,7357050,,,,180545964,259477222,298137526.5,,,,4646000,40.2,40.3,40.06,40.23,-0.27,,0,0,0,0,0,0,0,1,0,0,0,0,0
2003/8/7,5574000,224384730,736,40.35,40.77,39.97,40.7,0.47,40.886,40.973,40.586,,,,4512000,5793200,7205600,,,,183776134,237096752,291937639,,,,5574000,40.35,40.77,39.97,40.7,0.47,,0,0,0,0,0,0,0,1,0,0,0,0,0
2003/8/8,4009000,162440190,492,40.7,40.7,40.18,40.18,-0.52,40.602,40.868,40.5995,,,,4573200,5350800,7055100,,,,185596110,218691638,286188778.5,,,,4009000,40.7,40.7,40.18,40.18,-0.52,,0,0,0,0,0,0,0,1,0,0,0,0,0
2003/8/11,2619000,104578500,488,39.9,40.18,39.68,40.1,-0.08,40.342,40.72,40.5715,,,,4355400,4928800,6647500,,,,175812700,200606884,269576307,,,,2619000,39.9,40.18,39.68,40.1,-0.08,,0,0,0,0,0,0,0,1,0,0,0,0,0
2003/8/12,4255000,172402720,429,40.34,40.65,40.34,40.55,0.45,40.352,40.673,40.5895,,,,4220600,4786300,6388650,,,,170096918,194546057,259029141,,,,4255000,40.34,40.65,40.34,40.55,0.45,,0,0,0,0,0,0,0,1,0,0,0,0,0
2003/8/13,12452000,521544240,1640,41,42.45,41,42.45,1.9,40.796,40.858,40.6695,,,,5781800,5101500,6671350,,,,237070076,208808020,271261668.5,,,,12452000,41,42.45,41,42.45,1.9,,0,0,0,0,0,0,0,1,0,0,0,0,0
2003/8/14,11489000,486593840,896,42.29,42.55,42,42.3,-0.15,41.116,41.001,40.7945,,,,6964800,5738400,6749600,,,,289511898,236644016,275640606.5,,,,11489000,42.29,42.55,42,42.3,-0.15,,0,0,0,0,0,0,0,1,0,0,0,0,0
2003/8/15,8705000,374241770,695,42.66,43.5,42.66,42.72,0.42,41.624,41.113,40.9345,,,,7904000,6238600,6823850,,,,331872214,258734162,279998791.5,,,,8705000,42.66,43.5,42.66,42.72,0.42,,0,0,0,0,0,0,0,1,0,0,0,0,0
2003/8/18,4295000,183577210,494,43,43.1,42.52,42.8,0.08,42.164,41.253,41.1045,,,,8239200,6297300,6702850,,,,347671956,261742328,275819935.5,,,,4295000,43,43.1,42.52,42.8,0.08,,0,0,0,0,0,0,0,1,0,0,0,0,0
2003/8/19,6286000,271811720,704,43.5,43.6,42.8,43,0.2,42.654,41.503,41.2555,,,,8645400,6433000,6558700,,,,367553756,268825337,271235972,,,,6286000,43.5,43.6,42.8,43,0.2,,0,0,0,0,0,0,0,1,0,0,0,0,0
2003/8/20,4201000,181073180,437,42.8,43.28,42.8,43.19,0.19,42.802,41.799,41.4125,,,,6995200,6388500,6361350,,,,299459544,268264810,263871016,,,,4201000,42.8,43.28,42.8,43.19,0.19,,0,0,0,0,0,0,0,1,0,0,0,0,0
2003/8/21,3518000,152951160,630,43.19,44,42.8,44,0.81,43.142,42.129,41.551,,,,5401000,6182900,5988050,,,,232731008,261121453,249109102.5,,,,3518000,43.19,44,42.8,44,0.81,,0,0,0,0,0,0,0,1,0,0,0,0,0
2003/8/22,6243000,276105870,752,44,44.59,43.95,44.04,0.04,43.406,42.515,41.6915,,,,4908600,6406300,5878550,,,,213103828,272488021,245589829.5,,,,6243000,44,44.59,43.95,44.04,0.04,,0,0,0,0,0,0,0,1,0,0,0,0,0
2003/8/25,4937000,217636420,518,44.1,44.39,43.79,44.35,0.31,43.716,42.94,41.83,,,,5037000,6638100,5783450,,,,219915670,283793813,242200348.5,,,,4937000,44.1,44.39,43.79,44.35,0.31,,0,0,0,0,0,0,0,1,0,0,0,0,0
2003/8/26,8544000,372327820,871,44.25,44.25,43.4,43.46,-0.89,43.808,43.231,41.952,,,,5488600,7067000,5926650,,,,240018890,303786323,249166190,,,,8544000,44.25,44.25,43.4,43.46,-0.89,,0,0,0,0,0,0,0,1,0,0,0,0,0
2003/8/27,6352000,277329490,659,43.28,43.97,43.28,43.62,0.16,43.894,43.348,42.103,,,,5918800,6457000,5779250,,,,259270152,279364848,244086434,,,,6352000,43.28,43.97,43.28,43.62,0.16,,0,0,0,0,0,0,0,1,0,0,0,0,0
2003/8/28,4754000,207762210,453,43.63,43.95,43.49,43.56,-0.06,43.806,43.474,42.2375,,,,6166000,5783500,5760950,,,,270232362,251481685,244062850.5,,,,4754000,43.63,43.95,43.49,43.56,-0.06,,0,0,0,0,0,0,0,1,0,0,0,0,0
2003/8/29,7666000,338875630,786,43.6,44.92,43.6,44.92,1.36,43.982,43.694,42.4035,,,,6450600,5679600,5959100,,,,282786314,247945071,253339616.5,,,,7666000,43.6,44.92,43.6,44.92,1.36,,0,0,0,0,0,0,0,1,0,0,0,0,0
2003/9/1,6283000,283499760,804,46.4,46.4,44.79,45.15,0.23,44.142,43.929,42.591,,,,6719800,5878400,6087850,,,,295958982,257937326,259839827,,,,6283000,46.4,46.4,44.79,45.15,0.23,,0,0,0,0,0,0,0,0,1,0,0,0,0
2003/9/2,2163000,97711050,473,45.23,45.52,44.9,45.52,0.37,44.554,44.181,42.842,,,,5443600,5466100,5949550,,,,241035628,240527259,254676298,,,,2163000,45.23,45.52,44.9,45.52,0.37,,0,0,0,0,0,0,0,0,1,0,0,0,0
2003/9/3,4321000,196259650,693,45.9,45.9,45,45,-0.52,44.83,44.362,43.0805,,,,5037400,5478100,5933300,,,,224821660,242045906,255155358,,,,4321000,45.9,45.9,45,45,-0.52,,0,0,0,0,0,0,0,0,1,0,0,0,0
2003/9/4,3077000,137885310,586,45.1,45.1,44.51,44.51,-0.49,45.02,44.413,43.271,,,,4702000,5434000,5808450,,,,210846280,240539321,250830387,,,,3077000,45.1,45.1,44.51,44.51,-0.49,,0,0,0,0,0,0,0,0,1,0,0,0,0
2003/9/5,3894000,175161720,582,45,45.25,44.7,45.03,0.52,45.042,44.512,43.5135,,,,3947600,5199100,5802700,,,,178103498,230444906,251466463.5,,,,3894000,45,45.25,44.7,45.03,0.52,,0,0,0,0,0,0,0,0,1,0,0,0,0
2003/9/8,5233000,237436070,840,44.8,46,44.59,45.95,0.92,45.202,44.672,43.806,,,,3737600,5228700,5933400,,,,168890760,232424871,258109342,,,,5233000,44.8,46,44.59,45.95,0.92,,0,0,0,0,0,0,0,0,1,0,0,0,0
2003/9/9,7878000,364255510,938,46.5,46.59,45.7,45.7,-0.25,45.238,44.896,44.0635,,,,4880600,5162100,6114550,,,,222199652,231617640,267701981.5,,,,7878000,46.5,46.59,45.7,45.7,-0.25,,0,0,0,0,0,0,0,0,1,0,0,0,0
2003/9/10,4903000,221018610,957,45.5,45.6,44.8,45.1,-0.6,45.258,45.044,44.196,,,,4997000,5017200,5737100,,,,227151444,225986552,252675700,,,,4903000,45.5,45.6,44.8,45.1,-0.6,,0,0,0,0,0,0,0,0,1,0,0,0,0
2003/9/12,2730000,123270760,473,45.04,45.47,44.8,45.47,0.37,45.45,45.235,44.3545,,,,4927600,4814800,5299150,,,,224228534,217537407,234509546,,,,2730000,45.04,45.47,44.8,45.47,0.37,,0,0,0,0,0,0,0,0,1,0,0,0,0
2003/9/15,2946000,132703240,427,45.45,45.45,44.92,45,-0.47,45.444,45.243,44.4685,,,,4738000,4342800,5011200,,,,215736838,196920168,222432619.5,,,,2946000,45.45,45.45,44.92,45,-0.47,,0,0,0,0,0,0,0,0,1,0,0,0,0
2003/9/16,2267000,102586360,506,44.6,45.49,44.6,45.45,0.45,45.344,45.273,44.601,,,,4144800,3941200,4909800,,,,188766896,178828828,218383077,,,,2267000,44.6,45.49,44.6,45.45,0.45,,0,0,0,0,0,0,0,0,1,0,0,0,0
2003/9/17,5547000,254206540,745,45.83,45.99,45.7,45.79,0.34,45.362,45.3,44.7405,,,,3678600,4279600,4872850,,,,166757102,194478377,217502818,,,,5547000,45.83,45.99,45.7,45.79,0.34,,0,0,0,0,0,0,0,0,1,0,0,0,0
2003/9/18,1464000,66772040,450,45.8,45.8,45.4,45.68,-0.11,45.478,45.368,44.865,,,,2990800,3993900,4736000,,,,135907788,181529616,211787761,,,,1464000,45.8,45.8,45.4,45.68,-0.11,,0,0,0,0,0,0,0,0,1,0,0,0,0
2003/9/19,6913000,316947000,630,45.68,46,45.6,45.8,0.12,45.544,45.497,44.955,,,,3827400,4377500,4905750,,,,174643036,199435785,219987553,,,,6913000,45.68,46,45.6,45.8,0.12,,0,0,0,0,0,0,0,0,1,0,0,0,0
2003/9/22,5920000,267846020,609,45.5,45.5,45,45,-0.8,45.544,45.494,45.003,42.21083333,,,4422200,4580100,4889600,7176933.333,,,201671592,208704215,219574560.5,297813924.5,,,5920000,45.5,45.5,45,45,-0.8,,0,0,0,0,0,0,0,0,1,0,0,0,0
2003/9/23,6887000,308671570,747,44.7,45,44.7,44.8,-0.2,45.414,45.379,45.0255,42.3395,,,5346200,4745500,4987100,7126216.667,,,242888634,215827765,224126318,296827038,,,6887000,44.7,45,44.7,44.8,-0.2,,0,0,0,0,0,0,0,0,1,0,0,0,0
2003/9/24,3625000,162609340,415,44.98,45,44.71,44.85,0.05,45.226,45.294,45.095,42.45283333,,,4961800,4320200,4741150,6948466.667,,,224569194,195663148,213640394,290602554.5,,,3625000,44.98,45,44.71,44.85,0.05,,0,0,0,0,0,0,0,0,1,0,0,0,0
2003/9/25,6414000,286867240,528,44.7,44.9,44.2,44.85,0,45.06,45.269,45.1565,42.5555,,,5951800,4471300,4744250,6784833.333,,,268588234,202248011,214117281.5,284956393.8,,,6414000,44.7,44.9,44.2,44.85,0,,0,0,0,0,0,0,0,0,1,0,0,0,0
2003/9/26,3001000,134549030,323,44.85,44.9,44.7,44.85,0,44.87,45.207,45.221,42.653,,,5169400,4498400,4656600,6554200,,,232108640,203375838,210456622.5,276178591.8,,,3001000,44.85,44.9,44.7,44.85,0,,0,0,0,0,0,0,0,0,1,0,0,0,0
2003/9/29,1128000,50426000,205,44.8,44.81,44.6,44.71,-0.14,44.812,45.178,45.2105,42.74383333,,,4211000,4316600,4329700,6364816.667,,,188624636,195148114,196034141,268889795.2,,,1128000,44.8,44.81,44.6,44.71,-0.14,,0,0,0,0,0,0,0,0,1,0,0,0,0
2003/9/30,4797000,214452980,412,44.71,44.9,44.61,44.7,-0.01,44.792,45.103,45.188,42.8055,,,3793000,4569600,4255400,6120416.667,,,169780918,206334776,192581802,259381212.5,,,4797000,44.71,44.9,44.61,44.7,-0.01,,0,0,0,0,0,0,0,0,1,0,0,0,0
2003/10/1,4135000,183356910,526,44.51,44.51,44.06,44.16,-0.54,44.654,44.94,45.12,42.855,,,3895000,4428400,4354000,5956916.667,,,173930432,199249813,196864095,252844053.5,,,4135000,44.51,44.51,44.06,44.16,-0.54,,0,0,0,0,0,0,0,0,0,1,0,0,0
2003/10/2,6668000,299251370,668,44.79,45.4,44.6,45.05,0.89,44.694,44.877,45.1225,42.91883333,,,3945800,4948800,4471350,5920566.667,,,176407258,222497746,202013681,251768855.2,,,6668000,44.79,45.4,44.6,45.05,0.89,,0,0,0,0,0,0,0,0,0,1,0,0,0
2003/10/3,4895000,221499440,471,45.2,45.41,45.07,45.31,0.26,44.786,44.828,45.1625,43.0065,,,4324600,4747000,4562250,5858766.667,,,193797340,212952990,206194387.5,249654137.8,,,4895000,45.2,45.41,45.07,45.31,0.26,,0,0,0,0,0,0,0,0,0,1,0,0,0
2003/10/6,8892000,408854660,881,45.7,46.34,45.7,46.25,0.94,45.094,44.953,45.2235,43.11216667,,,5877400,5044200,4812150,5889983.333,,,265483072,227053854,217879034.5,251844758.8,,,8892000,45.7,46.34,45.7,46.25,0.94,,0,0,0,0,0,0,0,0,0,1,0,0,0
2003/10/7,7937000,367585510,489,46.4,46.4,46.18,46.28,0.03,45.41,45.101,45.24,43.20583333,,,6505400,5149200,4947350,5842750,,,296109578,232945248,224386506.5,250690718.5,,,7937000,46.4,46.4,46.18,46.28,0.03,,0,0,0,0,0,0,0,0,0,1,0,0,0
2003/10/8,1810000,83401240,312,46.3,46.38,45.87,46,-0.28,45.778,45.216,45.255,43.30266667,,,6040400,4967700,4643950,5715716.667,,,276118444,225024438,210343793,245691638.5,,,1810000,46.3,46.38,45.87,46,-0.28,,0,0,0,0,0,0,0,0,0,1,0,0,0
2003/10/9,5914000,272524950,318,46,46.2,45.9,46.14,0.14,45.996,45.345,45.307,43.39083333,,,5889600,4917700,4694500,5700983.333,,,270773160,223590209,212919110,245618826.2,,,5914000,46,46.2,45.9,46.14,0.14,,0,0,0,0,0,0,0,0,0,1,0,0,0
2003/10/13,8657000,405853420,608,46.4,47.19,46.4,47.19,1.05,46.372,45.579,45.393,43.514,,,6642000,5483300,4990850,5679866.667,,,307643956,250720648,227048243,245732798.5,,,8657000,46.4,47.19,46.4,47.19,1.05,,0,0,0,0,0,0,0,0,0,1,0,0,0
2003/10/14,6643000,314441550,514,47.35,47.52,47.01,47.01,-0.18,46.524,45.809,45.4935,43.63216667,,,6192200,6034800,5175700,5670250,,,288761334,277122203,236135158.5,246188856.5,,,6643000,47.35,47.52,47.01,47.01,-0.18,,0,0,0,0,0,0,0,0,0,1,0,0,0
2003/10/15,5439000,255722170,363,47.01,47.3,46.81,47.05,0.04,46.678,46.044,45.5735,43.75966667,,,5692600,6099000,5334300,5648983.333,,,266388666,281249122,243791949,245998320.5,,,5439000,47.01,47.3,46.81,47.05,0.04,,0,0,0,0,0,0,0,0,0,1,0,0,0
2003/10/16,10708000,508567060,569,47.05,47.75,46.98,47.7,0.65,47.018,46.398,45.669,43.88833333,,,7472200,6756300,5592350,5674633.333,,,351421830,313770137,256509975,248416255,,,10708000,47.05,47.75,46.98,47.7,0.65,,0,0,0,0,0,0,0,0,0,1,0,0,0
2003/10/17,4645000,221818940,379,47.8,47.87,47.51,47.79,0.09,47.348,46.672,45.7745,44.01733333,,,7218400,6554000,5751400,5616250,,,341280628,306026894,264262320,246640365.7,,,4645000,47.8,47.87,47.51,47.79,0.09,,0,0,0,0,0,0,0,0,0,1,0,0,0
2003/10/20,3041000,145807800,291,47.58,48.1,47.58,48,0.21,47.51,46.941,45.8845,44.13016667,,,6095200,6368600,5557800,5483866.667,,,289271504,298457730,255705360,241600671.8,,,3041000,47.58,48.1,47.58,48,0.21,,0,0,0,0,0,0,0,0,0,1,0,0,0
2003/10/21,3924000,188119110,471,48,48.25,47.49,47.8,-0.2,47.668,47.096,46.0245,44.23966667,,,5551400,5871800,5458000,5408716.667,,,264007016,276384175,251719014.5,238961134.8,,,3924000,48,48.25,47.49,47.8,-0.2,,0,0,0,0,0,0,0,0,0,1,0,0,0
2003/10/22,2416000,115146310,277,47.69,47.86,47.43,47.8,0,47.818,47.248,46.1745,44.34333333,,,4946800,5319700,5234450,5335000,,,235891844,251140255,242042751.5,236123139.3,,,2416000,47.69,47.86,47.43,47.8,0,,0,0,0,0,0,0,0,0,0,1,0,0,0
2003/10/23,6883000,324846430,520,47.3,47.38,47.03,47.1,-0.7,47.698,47.358,46.287,44.44466667,,,4181800,5827000,5397350,5355050,,,199147718,275284774,250154606,237653730,,,6883000,47.3,47.38,47.03,47.1,-0.7,,0,0,0,0,0,0,0,0,0,1,0,0,0
2003/10/24,6866000,322876090,543,47,47.2,46.83,46.95,-0.15,47.53,47.439,46.392,44.5505,,,4626000,5922200,5419950,5314483.333,,,219359148,280319888,251955048.5,236719588,,,6866000,47,47.2,46.83,46.95,-0.15,,0,0,0,0,0,0,0,0,0,1,0,0,0
2003/10/27,1728000,81221080,318,46.95,47.15,46.93,47,0.05,47.33,47.42,46.4995,44.65266667,,,4363400,5229300,5356300,5257950,,,206441804,247856654,249288651,234602708,,,1728000,46.95,47.15,46.93,47,0.05,,0,0,0,0,0,0,0,0,0,1,0,0,0
2003/10/28,6265000,298264610,510,47,47.89,47,47.85,0.85,47.34,47.504,46.6565,44.75683333,,,4831600,5191500,5613150,5300650,,,228470904,246238960,261680581.5,237018113,,,6265000,47,47.89,47,47.85,0.85,,0,0,0,0,0,0,0,0,0,1,0,0,0
2003/10/29,13510000,654902080,897,48.5,48.6,48,48,0.15,47.38,47.599,46.8215,44.86683333,,,7050400,5998600,6048800,5464016.667,,,336422058,286156951,283703036.5,245374888.5,,,13510000,48.5,48.6,48,48,0.15,,0,0,0,0,0,0,0,0,0,1,0,0,0
2003/10/30,5127000,247928850,438,48.21,49,48,48.16,0.16,47.592,47.645,47.0215,44.9945,,,6699200,5440500,6098400,5467316.667,,,321038542,260093130,286931633.5,246157342.2,,,5127000,48.21,49,48,48.16,0.16,,0,0,0,0,0,0,0,0,0,1,0,0,0
2003/10/31,23668000,1140095920,485,48.15,48.27,47.81,48,-0.16,47.802,47.666,47.169,45.124,,,10059600,7342800,6948400,5784350,,,484482508,351920828,328973861,262047633.3,,,23668000,48.15,48.27,47.81,48,-0.16,,0,0,0,0,0,0,0,0,0,1,0,0,0
2003/11/3,3215000,154068730,479,48,48.07,47.79,48,0,48.002,47.666,47.3035,45.24566667,,,10357000,7360200,6864400,5745033.333,,,499052038,352746921,325602325.5,260875700,,,3215000,48,48.07,47.79,48,0,,0,0,0,0,0,0,0,0,0,0,1,0,0
2003/11/4,6331000,306226800,542,48.25,48.55,48,48,0,48.032,47.686,47.391,45.376,,,10370200,7600900,6736350,5783733.333,,,500644476,364557690,320470932.5,263272143.5,,,6331000,48.25,48.55,48,48,0,,0,0,0,0,0,0,0,0,0,0,1,0,0
2003/11/5,4990000,240769250,420,48,48.5,48,48.44,0.44,48.12,47.75,47.499,45.515,,,8666200,7858300,6589000,5823250,,,417817910,377119984,314130119.5,265541989.3,,,4990000,48,48.5,48,48.44,0.44,,0,0,0,0,0,0,0,0,0,0,1,0,0
2003/11/6,4923000,236807540,660,48.55,48.77,47.2,47.6,-0.84,48.008,47.8,47.579,45.6325,,,8625400,7662300,6744650,5834383.333,,,415593648,368316095,321800434.5,266615403,,,4923000,48.55,48.77,47.2,47.6,-0.84,,0,0,0,0,0,0,0,0,0,0,1,0,0
2003/11/7,5698000,270468310,598,47.51,47.78,47.2,47.78,0.18,47.964,47.883,47.661,45.72133333,,,5031400,7545500,6733850,5721816.667,,,241668126,363075317,321697602.5,262430804.2,,,5698000,47.51,47.78,47.2,47.78,0.18,,0,0,0,0,0,0,0,0,0,0,1,0,0
2003/11/10,1482000,70574240,339,47.6,47.78,47.49,47.51,-0.27,47.866,47.934,47.677,45.80816667,,,4684800,7520900,6375100,5555033.333,,,224969228,362010633,304933643.5,255497144.2,,,1482000,47.6,47.78,47.49,47.51,-0.27,,0,0,0,0,0,0,0,0,0,0,1,0,0
2003/11/11,2962000,139648650,511,47.4,47.49,47,47.18,-0.33,47.702,47.867,47.6855,45.8825,,,4011000,7190600,6191050,5459316.667,,,191653598,346149037,296193998.5,251587258.8,,,2962000,47.4,47.49,47,47.18,-0.33,,0,0,0,0,0,0,0,0,0,0,1,0,0
2003/11/12,2789000,131484690,349,47.18,47.23,47,47.02,-0.16,47.418,47.769,47.684,45.95283333,,,3570800,6118500,6058550,5434216.667,,,169796686,293807298,289982124.5,250719050.2,,,2789000,47.18,47.23,47,47.02,-0.16,,0,0,0,0,0,0,0,0,0,0,1,0,0
2003/11/13,2636000,124868910,242,47.35,47.58,47.3,47.35,0.33,47.368,47.688,47.6665,46.02533333,,,3113400,5869400,5654950,5373383.333,,,147408960,281501304,270797217,248270003.3,,,2636000,47.35,47.58,47.3,47.35,0.33,,0,0,0,0,0,0,0,0,0,0,1,0,0
2003/11/14,2781000,131867150,227,47.5,47.55,47.25,47.55,0.2,47.322,47.643,47.6545,46.098,,,2530000,3780700,5561750,5349716.667,,,119688728,180678427,266299627.5,247449902.8,,,2781000,47.5,47.55,47.25,47.55,0.2,,0,0,0,0,0,0,0,0,0,0,1,0,0
2003/11/17,5041000,236300050,593,47.3,47.3,46.65,46.7,-0.85,47.16,47.513,47.5895,46.143,,,3241800,3963300,5661750,5375100,,,152833890,188901559,270824240,248839051,,,5041000,47.3,47.3,46.65,46.7,-0.85,,0,0,0,0,0,0,0,0,0,0,1,0,0
2003/11/18,6796000,316415070,560,46.7,46.79,46.38,46.6,-0.1,47.044,47.373,47.5295,46.18566667,,,4008600,4009800,5805350,5384316.667,,,188187174,189920386,277239038,249510871,,,6796000,46.7,46.79,46.38,46.6,-0.1,,0,0,0,0,0,0,0,0,0,0,1,0,0
2003/11/19,10670000,490086920,909,46,46.27,45.75,45.99,-0.61,46.838,47.128,47.439,46.213,,,5584800,4577800,6218050,5479866.667,,,259907620,214852153,295986068.5,254051712.7,,,10670000,46,46.27,45.75,45.99,-0.61,,0,0,0,0,0,0,0,0,0,0,1,0,0
